Datetime,FRAC_DAYS_SINCE_JAN1,FRAC_HRS_SINCE_JAN1,JULIAN_DAYS,EPOCH_TIME,ALARM_STATUS_G23,INST_STATUS,CavityPressure,CavityTemp,DasTemp,EtalonTemp,WarmBoxTemp,species,MPVPosition,OutletValve,solenoid_valves,CO2,CO2_dry,CH4,CH4_dry,H2O,CH4_G23,bg_G23,CH4_ele_G23,Latitude,Longitude,Speed [m/s]
2022-09-06 06:28:38.465,248.26946476,5958.467154,249.26946476,1662445681.755,0,963,140.02997483,45.320365906,39.093924581,44.683616638,44.856437683,1.0,0.0,52201.789303,0.0,433.62132248,445.52604008,2.1425410432,2.1906122241,1.6694976518,2.101117493687519,2.0877507725270505,0.013366721160468664,,,
2022-09-06 06:28:41.690,248.26950208,5958.46805,249.26950208,1662445684.98,0,963,140.03653108,45.342497799,39.125,44.694225844,44.864675042,1.0,0.0,52231.989983,0.0,433.44497631,445.09273709,2.1395264874,2.1888960648,1.665960438,2.0993476689158563,2.08750903311932,0.011838635796536323,,,
2022-09-06 06:28:44.927,248.26953955,5958.468949,249.26953955,1662445688.217,0,963,140.03358586,45.362510681,39.125,44.703819275,44.872123718,1.0,0.0,52266.260834,0.0,433.49407443,444.87800841,2.1392081664,2.1856803074,1.6598917403,2.0960313525889402,2.0873585167501143,0.008672835838825943,,,
2022-09-06 06:28:48.154,248.2695769,5958.469846,249.2695769,1662445691.444,0,963,140.07095497,45.404808044,39.125,44.72341156,44.88747406,1.0,0.0,52303.692701,0.0,432.92604541,444.90346185,2.1394477653,2.1852545646,1.6588545291,2.095592296521245,2.087362253054108,0.008230043467136738,,,
2022-09-06 06:28:51.238,248.26961259,5958.470702,249.26961259,1662445694.528,0,963,140.03194679,45.416443937,39.125,44.728628532,44.891489082,1.0,0.0,52314.74784,0.0,432.93072358,444.30594967,2.1389953087,2.1854406418,1.6557456514,2.095784192482186,2.0873744394456915,0.008409753036494383,,,
2022-09-06 06:28:54.338,248.26964848,5958.471564,249.26964848,1662445697.629,0,963,139.99275668,45.446464539,39.1875,44.742088318,44.901847839,1.0,0.0,52315.647521,0.0,433.43275498,444.30629518,2.1382389354,2.1849604722,1.6575832323,2.095289007651337,2.087386625837275,0.00790238181406222,,,
2022-09-06 06:28:57.443,248.26968441,5958.472426,249.26968441,1662445700.733,0,963,140.04596849,45.487724304,39.1875,44.760154724,44.915550232,1.0,0.0,52354.896474,0.0,432.72493368,444.84368638,2.1395839226,2.1842771994,1.6620631479,2.0945843684449166,2.0873988122288587,0.007185556216057876,,,
2022-09-06 06:29:00.544,248.2697203,5958.473287,249.2697203,1662445703.834,0,963,140.02187638,45.487724304,39.1875,44.760154724,44.915550232,1.0,0.0,52386.743741,0.0,433.35441841,444.13070255,2.1389784604,2.1857055703,1.661428109,2.0960574054770515,2.087410998620442,0.008646406856609445,,,
2022-09-06 06:29:03.631,248.26975603,5958.474145,249.26975603,1662445706.921,65536,707,139.96364018,45.526878357,39.200418994,44.777488708,44.928977966,1.0,0.0,52346.598769,0.0,433.06477524,444.75648051,2.1380808994,2.185005196,1.6562783179,2.0953351299950636,2.0872941538783905,0.008040976116673093,,,
2022-09-06 06:29:06.710,248.26979168,5958.475,249.26979168,1662445710.001,65536,707,140.01504201,45.556089305,39.233589385,44.789641183,44.938204845,1.0,0.0,52354.324568,0.0,433.41645193,444.44043976,2.1385620468,2.1840125794,1.6560723858,2.0943114735970565,2.0871855386970064,0.0071259349000500904,,,
2022-09-06 06:29:09.861,248.26982815,5958.475876,249.26982815,1662445713.152,65536,707,140.02748445,45.566490173,39.25,44.793968201,44.941490173,1.0,0.0,52389.511071,0.0,433.912075,444.81762741,2.1383139128,2.1845696676,1.6609162122,2.0948859823249824,2.0871249345800384,0.007761047744943905,,,
2022-09-06 06:29:12.977,248.26986421,5958.476741,249.26986421,1662445716.268,65536,707,140.03097045,45.604789734,39.25,44.809989929,44.953544617,1.0,0.0,52423.276588,0.0,434.11216125,445.35967487,2.1386447715,2.1844506226,1.6655753095,2.0947632147066484,2.086816627082921,0.007946587623727464,,,
2022-09-06 06:29:16.052,248.26989979,5958.477595,249.26989979,1662445719.342,65536,707,140.03353379,45.612451521,39.299930168,44.81295559,44.955740518,1.0,0.0,52452.598551,0.0,434.72915715,445.59992012,2.1387530947,2.1849290159,1.6708384905,2.0952565676913846,2.086624192654306,0.008632375037078699,,,
2022-09-06 06:29:19.091,248.26993497,5958.478439,249.26993497,1662445722.381,65536,707,140.03617168,45.643974304,39.3125,44.825157166,44.964775085,1.0,0.0,52475.220365,0.0,435.97758364,446.30841298,2.1378085937,2.1853418298,1.6869268548,2.09568229056356,2.0859019115622046,0.00978037900135531,,,
2022-09-06 06:29:22.144,248.2699703,5958.479287,249.2699703,1662445725.434,65536,707,140.02180574,45.682579041,39.3125,44.839744568,44.975669861,1.0,0.0,52500.942097,0.0,437.34360328,447.69223618,2.1384313166,2.1847859614,1.6997541001,2.095109039779612,2.0856963043831622,0.009412735396449712,,,
2022-09-06 06:29:25.252,248.27000627,5958.480151,249.27000627,1662445728.542,65536,707,140.04852455,45.682579041,39.3125,44.839744568,44.975669861,1.0,0.0,52551.709966,0.0,436.79737908,449.17945913,2.1391219132,2.1857599177,1.7107648688,2.0961134523573124,2.085285021115571,0.010828431241741487,,,
2022-09-06 06:29:28.368,248.27004235,5958.481016,249.27004235,1662445731.659,65536,707,140.01271526,45.720848083,39.375,44.853599548,44.985923767,1.0,0.0,52572.343183,0.0,437.12278507,448.71081983,2.1377271392,2.1868353555,1.7258382313,2.0972225198307237,2.0853513981620635,0.011871121668660223,,,
2022-09-06 06:29:31.503,248.27007863,5958.481887,249.27007863,1662445734.794,65536,707,140.04056749,45.744501082,39.375,44.862400204,44.992212775,1.0,0.0,52593.664674,0.0,436.18450182,449.08717394,2.1366702421,2.1855775642,1.7226307514,2.0959253965390094,2.0854177752085565,0.01050762133045291,,,
2022-09-06 06:29:34.654,248.27011509,5958.482762,249.27011509,1662445737.944,65536,707,140.02476704,45.757347107,39.375,44.867179871,44.995628357,1.0,0.0,52610.179623,0.0,435.41214712,448.09812788,2.1374054597,2.1843966369,1.7187478437,2.094707540836993,2.0854841522550496,0.009223388581943492,,,
2022-09-06 06:29:37.821,248.27015176,5958.483642,249.27015176,1662445741.112,65536,707,140.02593235,45.793479919,39.420234807,44.879600525,45.004936218,1.0,0.0,52623.087405,0.0,434.92462463,447.26873284,2.1364192745,2.1850041236,1.7124503655,2.095334024060384,2.0855505293015426,0.009783494758841549,,,
2022-09-06 06:29:40.920,248.27018762,5958.484503,249.27018762,1662445744.21,65536,707,140.02261361,45.793479919,39.4375,44.879600525,45.004936218,1.0,0.0,52659.486535,0.0,435.46198175,446.74803752,2.136367649,2.1839161275,1.7131048931,2.094212005580367,2.0856169063480356,0.008595099232331371,,,
2022-09-06 06:29:43.907,248.27022219,5958.485333,249.27022219,1662445747.197,65536,707,140.02540972,45.829704285,39.4375,44.891838074,45.013633728,1.0,0.0,52667.071906,0.0,435.69217219,447.28810525,2.1351513126,2.1838156688,1.7090806885,2.094108405468309,2.0856832833945287,0.008425122073780322,,,
2022-09-06 06:29:46.960,248.27025753,5958.486181,249.27025753,1662445750.251,65536,707,140.04560237,45.862310209,39.4375,44.902481458,45.021461403,1.0,0.0,52698.650747,0.0,436.07131644,447.51736047,2.1350411078,2.1825435452,1.7110701518,2.0927965016958,2.0856876237240733,0.007108877971726546,,,
